0,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név
1036,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00019,Válogatott fejezetek az op.kut.-ból gyak.,2,,,ISZV00-00019,Válogatott fejezetek az op.kut.-ból gyak.,Szabadon választható,,,,,,,,,,,,,,
1037,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00115,Angol lélektan szaknyelv,2,,,XN0141-00115,Angol lélektan szaknyelv,Szabadon választható,,,,,,,,,,,,,,
1038,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00110,Ioncsatornák és betegségeik molekuláris alapon emlősőkben,2,,,BSZV00-00110,Ioncsatornák és betegségeik molekuláris alapon emlősőkben,Szabadon választható,,,,,,,,,,,,,,
1039,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00176,FOL GeoKenu V.,2,,,GSZV00-00176,FOL GeoKenu V.,Szabadon választható,,,,,,,,,,,,,,
1040,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00163,SZV - Geomarketing,2,,,GSZV00-00163,SZV - Geomarketing,Szabadon választható,,,,,,,,,,,,,,
1041,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00232,Ökológia 1. (lev.),2,,,BSZV00-00232,Ökológia 1. (lev.),Szabadon választható,,,,,,,,,,,,,,
1042,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00046,Analitikai kémia laboratórium,2,,,KSZV00-00046,Analitikai kémia laboratórium,Szabadon választható,,,,,,,,,,,,,,
1043,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300-00002,A nevelés elméleti és történeti alapjai,2,,,UNIV300-00002,A nevelés elméleti és történeti alapjai,Kötelezően választható,,,,,,,,,,,,,,
1044,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00068,Angol informatikai szaknyelv B2 2. szint 1x2,2,,,XN0141-00068,Angol informatikai szaknyelv B2 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1045,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00127,Biofizika gyakorlat,2,,,FSZV00-00127,Biofizika gyakorlat,Szabadon választható,,,,,,,,,,,,,,
1046,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-EötK-EstX_I,Eötvös-esték X. évad I.,2,,,MSZV00-EötK-EstX_I,Eötvös-esték X. évad I.,Szabadon választható,,,,,,,,,,,,,,
1047,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00079,Angol biológiai szaknyelv  (növénytan) 1. szint 1x2,2,,,XN0141-00079,Angol biológiai szaknyelv  (növénytan) 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1048,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-02657,Angol C1 gazdasági szaknyelvi vizsga-előkészítő 2. szint 1x2,2,,,XN0141-02657,Angol C1 gazdasági szaknyelvi vizsga-előkészítő 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1049,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00037,LEV Alapismeretek az Európai Unióról (k),2,,,GSZV00-00037,LEV Alapismeretek az Európai Unióról (k),Szabadon választható,,,,,,,,,,,,,,
1050,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00317,Éghajlat és történelem,2,,,GSZV00-00317,Éghajlat és történelem,Szabadon választható,,,,,,,,,,,,,,
1051,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00261,Növénykórtan gyakorlat,2,,,BSZV00-00261,Növénykórtan gyakorlat,Szabadon választható,,,,,,,,,,,,,,
1052,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00275,Biológiai műhely: Kisérlet tervezés és hipotézis tesztelés a biológiában,2,,,BSZV00-00275,Biológiai műhely: Kisérlet tervezés és hipotézis tesztelés a biológiában,Szabadon választható,,,,,,,,,,,,,,
1053,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00066,Német idegenforgalmi szaknyelv,2,,,XN0141-00066,Német idegenforgalmi szaknyelv,Szabadon választható,,,,,,,,,,,,,,
1054,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00376,ASV Földrajzi tanulmányút 1. Vulkanológia,2,,,GSZV00-00376,ASV Földrajzi tanulmányút 1. Vulkanológia,Szabadon választható,,,,,,,,,,,,,,
1055,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00117,Angol biológiai szaknyelv - (állattan) 2. szint 1x2,2,,,XN0141-00117,Angol biológiai szaknyelv - (állattan) 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1056,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00106,Angol gazdasági szaknyelv B1 1. szint 1x2,2,,,XN0141-00106,Angol gazdasági szaknyelv B1 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1057,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00027,"Angol műszaki szaknyelv B2+, TTIK, 1. szint 1x2",2,,,XN0141-00027,"Angol műszaki szaknyelv B2+, TTIK, 1. szint 1x2",Szabadon választható,,,,,,,,,,,,,,
1058,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00182,ASV A bor geológiája,2,,,GSZV00-00182,ASV A bor geológiája,Szabadon választható,,,,,,,,,,,,,,
1059,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV0270E,Lézerkémia,2,,,KSZV0270E,Lézerkémia,Szabadon választható,,,,,,,,,,,,,,
1060,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300,Oktatáselmélet szeminárium,2,,,UNIV300,Oktatáselmélet szeminárium,Kötelezően választható,,,,,,,,,,,,,,
1061,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-00089,Problémamegoldási stratégiák a matematikában,2,,,MSZV00-00089,Problémamegoldási stratégiák a matematikában,Szabadon választható,,,,,,,,,,,,,,
1062,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00096,Angol biológia szaknyelv - ANIMALS,2,,,XN0141-00096,Angol biológia szaknyelv - ANIMALS,Szabadon választható,,,,,,,,,,,,,,
1063,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00196,Biostatisztika alkalmazása,2,,,BSZV00-00196,Biostatisztika alkalmazása,Szabadon választható,,,,,,,,,,,,,,
1064,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ,Levegő és gáztisztitás,2,,,KtudSZ,Levegő és gáztisztitás,Szabadon választható,,,,,,,,,,,,,,
1065,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00106,Mindennapjaink kémiája,2,,,KSZV00-00106,Mindennapjaink kémiája,Szabadon választható,,,,,,,,,,,,,,
1066,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00257,Fizikai kémia gyakorlat 1,2,,,KSZV00-00257,Fizikai kémia gyakorlat 1,Szabadon választható,,,,,,,,,,,,,,
1067,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00054,Angol biológiai szaknyelv (állattan) 2. szint 1x2,2,,,XN0141-00054,Angol biológiai szaknyelv (állattan) 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1068,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00083,Ökológiai módszerek,2,,,BSZV00-00083,Ökológiai módszerek,Szabadon választható,,,,,,,,,,,,,,
1069,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00010,Logikai programozás,2,,,ISZV00-00010,Logikai programozás,Szabadon választható,,,,,,,,,,,,,,
1070,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00052,Angol gazdasági szaknyelv felsőfokú nyelvvizsga-előkészítő 1. szint 2x2,2,,,XN0141-00052,Angol gazdasági szaknyelv felsőfokú nyelvvizsga-előkészítő 1. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1071,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-EötK-EstVIII_I,Eötvös-esték VIII. évad I.,2,,,MSZV00-EötK-EstVIII_I,Eötvös-esték VIII. évad I.,Szabadon választható,,,,,,,,,,,,,,
1072,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00057,Angol gyógyszerészeti szaknyelv B1-B2 1. szint 1x2,2,,,XN0141-00057,Angol gyógyszerészeti szaknyelv B1-B2 1. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1073,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00087,EGH Városi fák vizsgálata,2,,,GSZV00-00087,EGH Városi fák vizsgálata,Szabadon választható,,,,,,,,,,,,,,
1074,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00108,Angol szakmai kommunikáció a tudományos életben 2. szint 1x2,2,,,XN0141-00108,Angol szakmai kommunikáció a tudományos életben 2. szint 1x2,Szabadon választható,,,,,,,,,,,,,,
1075,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00373,Bevezetés a turisztikai menedzsmentbe ea,2,,,GSZV00-00373,Bevezetés a turisztikai menedzsmentbe ea,Szabadon választható,,,,,,,,,,,,,,
1076,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00339,Molekuláris tumordiagnosztika ,2,,,BSZV00-00339,Molekuláris tumordiagnosztika ,Szabadon választható,,,,,,,,,,,,,,
1077,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00126,Német gyógyturizmus és wellness szaknyelv,2,,,XN0141-00126,Német gyógyturizmus és wellness szaknyelv,Szabadon választható,,,,,,,,,,,,,,
1078,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00109,Angol informatikai középfokú szaknyelvi vizsga-előkészítő 1x2 2. szint,2,,,XN0141-00109,Angol informatikai középfokú szaknyelvi vizsga-előkészítő 1x2 2. szint,Szabadon választható,,,,,,,,,,,,,,
1079,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00065,Klinikai vizsgálatok szervezése és koordinációja,2,,,KSZV00-00065,Klinikai vizsgálatok szervezése és koordinációja,Szabadon választható,,,,,,,,,,,,,,
1080,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00092,Angol gazdasági szaknyelv B1+ 2. szint 2x2,4,,,XN0141-00092,Angol gazdasági szaknyelv B1+ 2. szint 2x2,Szabadon választható,,,,,,,,,,,,,,
1081,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00324,FOL Projektmunka geoinformatikus I.,2,,,GSZV00-00324,FOL Projektmunka geoinformatikus I.,Szabadon választható,,,,,,,,,,,,,,
1082,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00243,Human paleopathology and paleoepidemiology,2,,,BSZV00-00243,Human paleopathology and paleoepidemiology,Szabadon választható,,,,,,,,,,,,,,
1083,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00045,Speciális kurzus: ERASMUS (3 kr),2,,,BSZV00-00045,Speciális kurzus: ERASMUS (3 kr),Szabadon választható,,,,,,,,,,,,,,
1084,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00081,Angol biológia szaknyelv - HUMANS,2,,,XN0141-00081,Angol biológia szaknyelv - HUMANS,Szabadon választható,,,,,,,,,,,,,,
1085,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00185,Bibliai növények,2,,,BSZV00-00185,Bibliai növények,Szabadon választható,,,,,,,,,,,,,,
1086,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00349,DNA Repair and Carcinogenesis,2,,,BSZV00-00349,DNA Repair and Carcinogenesis,Szabadon választható,,,,,,,,,,,,,,
1087,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300-00004,Neveléspszichológia,2,,,UNIV300-00004,Neveléspszichológia,Kötelezően választható,,,,,,,,,,,,,,
1088,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-UNIV300,Szabadon választható BSc,Nincs megadva,,,,,2,,,TE-UNIV300,Szabadon választható BSc,Szabadon választható,,,UNIV300-00006,Kórélettan Klinikai kémikus szakon,2,,,UNIV300-00006,Kórélettan Klinikai kémikus szakon,Kötelezően választható,,,,,,,,,,,,,,
1089,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00060,Algoritmusok és adatszerkezetek II. gyak.,2,,,ISZV00-00060,Algoritmusok és adatszerkezetek II. gyak.,Szabadon választható,,,,,,,,,,,,,,
1090,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00183,Chromatin structure and DNA repair,2,,,BSZV00-00183,Chromatin structure and DNA repair,Szabadon választható,,,,,,,,,,,,,,
1091,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00033,Környezetvédelmi és minőségügyi szaknyelvi kurzus II.,2,,,KtudSZ-00033,Környezetvédelmi és minőségügyi szaknyelvi kurzus II.,Szabadon választható,,,,,,,,,,,,,,
1092,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00324,Matematikai módszerek a fizikában gyakorlat 1.,2,,,FSZV00-00324,Matematikai módszerek a fizikában gyakorlat 1.,Szabadon választható,,,,,,,,,,,,,,
1093,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-MSZV00,Matematika SZV,Nincs megadva,,,,,2,,,TE-MSZV00,Matematika  SZV,Szabadon választható,,,MSZV00-00035,Játékelmélet,2,,,MSZV00-00035,Játékelmélet,Szabadon választható,,,,,,,,,,,,,,
1094,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00003,Katalitikus oxidációs eljárások,2,,,KtudSZ-00003,Katalitikus oxidációs eljárások,Szabadon választható,,,,,,,,,,,,,,
1095,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00342,Nanorészecskék a tumorbiológiában 2018,2,,,BSZV00-00342,Nanorészecskék a tumorbiológiában 2018,Szabadon választható,,,,,,,,,,,,,,
1096,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00112,Angol földrajz szaknyelv 2. félév 2. csop.,2,,,XN0141-00112,Angol földrajz szaknyelv 2. félév 2. csop.,Szabadon választható,,,,,,,,,,,,,,
1097,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-BSZV00,Biológia  SZV,Nincs megadva,,,,,2,,,TE-BSZV00,Biológia  SZV,Szabadon választható,,,BSZV00-00045/3,Speciális kurzus: ERASMUS (3 kr),2,,,BSZV00-00045/3,Speciális kurzus: ERASMUS (3 kr),Szabadon választható,,,,,,,,,,,,,,
1098,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-GSZV00,Földrajz SZV,Nincs megadva,,,,,2,,,TE-GSZV00,Földrajz SZV,Szabadon választható,,,GSZV00-00014,Őslénytan II.,2,,,GSZV00-00014,Őslénytan II.,Szabadon választható,,,,,,,,,,,,,,
1099,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV0068,Ipari baleseti esettanulmányok,2,,,KSZV0068,Ipari baleseti esettanulmányok,Szabadon választható,,,,,,,,,,,,,,
1100,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00049,SZTE Autóverseny csapat,2,,,KSZV00-00049,SZTE Autóverseny csapat,Szabadon választható,,,,,,,,,,,,,,
1101,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KSZV00,Kémia SZV,Nincs megadva,,,,,2,,,TE-KSZV00,Kémia SZV,Szabadon választható,,,KSZV00-00130,Kémiai termodinamika,2,,,KSZV00-00130,Kémiai termodinamika,Szabadon választható,,,,,,,,,,,,,,
1102,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-ISZV00,Informatika SZV,Nincs megadva,,,,,2,,,TE-ISZV00,Informatika SZV,Szabadon választható,,,ISZV00-00031,Alkalmazás fejlesztés,2,,,ISZV00-00031,Alkalmazás fejlesztés,Szabadon választható,,,,,,,,,,,,,,
1103,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-XN0140,Lektorátusi nyelvórák TTIK szaknyelv kredites,Nincs megadva,,,,,2,,,TE-XN0141,Lektorátusi nyelvórák TTIK szaknyelv kredites,Szabadon választható,,,XN0141-00093,Német turisztika szaknyelv,2,,,XN0141-00093,Német turisztika szaknyelv,Szabadon választható,,,,,,,,,,,,,,
1104,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-FSZV00,Fizika SZV,Nincs megadva,,,,,2,,,TE-FSZV00,Fizika SZV,Szabadon választható,,,FSZV00-00102,Matematikai módszerek a fizikában 2.,2,,,FSZV00-00102,Matematikai módszerek a fizikában 2.,Szabadon választható,,,,,,,,,,,,,,
1105,,,10,,,MK-SZV,Szabadon választott,Szabadon választható,,,,,0,,,TT-KtudSZ,Környezettudományi SZV,Nincs megadva,,,,,2,,,TE-KtudSZ,Környezettudományi SZV,Szabadon választható,,,KtudSZ-00009,"Víztisztítás, szenyvíztisztítás",2,,,KtudSZ-00009,"Víztisztítás, szenyvíztisztítás",Szabadon választható,,,,,,,,,,,,,,
